id	title	original_steps_list	steps	labels_list
220452	"""Mom's Irish Soda Bread"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Grease a 9-inch deep-dish pie plate."", ""Spoon 1 tablespoon of the buttermilk into a small bowl; place remainder of 1 cup buttermilk into a separate bowl."", ""Stir golden raisins into the larger amount of buttermilk and allow raisins to soak while you complete the remaining steps."", ""Spoon 1 tablespoon of the melted butter into the small bowl with the tablespoon of buttermilk; stir to combine and set aside. Set remaining melted butter aside."", ""Whisk together flour, sugar, baking powder, baking soda, and salt in a bowl."", ""Make a well in the center of the dry ingredients, pour in reserved butter, and stir until the mixture resembles coarse crumbs."", ""Mix the egg into the flour mixture until thoroughly combined."", ""Mix the soaked raisins with buttermilk into dough and shape dough into a ball."", ""Place the ball of dough into prepared pie dish and lightly pat dough down so top is slightly domed."", ""Use a sharp knife to cut two crisscrossing lines through the center of the loaf about 1/4 inch deep."", ""Thoroughly brush buttermilk and butter mixture over the loaf, getting the mixture into the crevices."", ""Bake in the preheated oven until loaf is golden brown and a toothpick inserted into the center comes out clean, 55 minutes to 1 hour.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Grease a 9-inch deep-dish pie plate. Spoon 1 tablespoon of the buttermilk into a small bowl; place remainder of 1 cup buttermilk into a separate bowl. Stir golden raisins into the larger amount of buttermilk and allow raisins to soak while you complete the remaining steps. Spoon 1 tablespoon of the melted butter into the small bowl with the tablespoon of buttermilk; stir to combine and set aside. Set remaining melted butter aside. Whisk together flour, sugar, baking powder, baking soda, and salt in a bowl. Make a well in the center of the dry ingredients, pour in reserved butter, and stir until the mixture resembles coarse crumbs. Mix the egg into the flour mixture until thoroughly combined. Mix the soaked raisins with buttermilk into dough and shape dough into a ball. Place the ball of dough into prepared pie dish and lightly pat dough down so top is slightly domed. Use a sharp knife to cut two crisscrossing lines through the center of the loaf about 1/4 inch deep. Thoroughly brush buttermilk and butter mixture over the loaf, getting the mixture into the crevices. Bake in the preheated oven until loaf is golden brown and a toothpick inserted into the center comes out clean, 55 minutes to 1 hour. """	[46, 83, 197, 320, 481, 558, 685, 747, 826, 926, 1027, 1128]
204231	"""Wonder Turkey Stuffing"""	"[""At least 6 hours before you are ready to bake, tear each slice of Wonder Bread into bite-size pieces and let stand on an open table or countertop."", ""Once the bread has dried out, mix it in a large baking dish with the boiling water, butter, onion, salt and sage. For added flavor, cook and chop up the turkey giblets and add to the stuffing."", ""Heat oven to 350 degrees F and bake for 30 to 40 minutes in a covered dish.""]"	"""At least 6 hours before you are ready to bake, tear each slice of Wonder Bread into bite-size pieces and let stand on an open table or countertop. Once the bread has dried out, mix it in a large baking dish with the boiling water, butter, onion, salt and sage. For added flavor, cook and chop up the turkey giblets and add to the stuffing. Heat oven to 350 degrees F and bake for 30 to 40 minutes in a covered dish. """	[146, 339]
222364	"""Shot Glass Cream Cheese Dessert"""	"[""Line the bottom of 12 shot glasses with miniature chocolate chips."", ""Whip cream cheese and sugar together in a bowl with an electric hand mixer on medium speed."", ""Layer cream cheese into the shot glasses, alternating with layers of chocolate chips. Garnish with milk chocolate candy kisses.""]"	"""Line the bottom of 12 shot glasses with miniature chocolate chips. Whip cream cheese and sugar together in a bowl with an electric hand mixer on medium speed. Layer cream cheese into the shot glasses, alternating with layers of chocolate chips. Garnish with milk chocolate candy kisses. """	[66, 158]
16850	"""Chinese Chicken Casserole Surprise"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""In a lightly greased 9x13 inch baking dish, combine the chicken, broth, soup, milk, almonds, mushroom pieces, water chestnuts, noodles, cheese and celery (if using). Mix well and make sure mixture is spread evenly in the dish."", ""Bake in preheated oven for 45 minutes.""]"	"""Preheat oven to 350 degrees F (175 degrees C). In a lightly greased 9x13 inch baking dish, combine the chicken, broth, soup, milk, almonds, mushroom pieces, water chestnuts, noodles, cheese and celery (if using). Mix well and make sure mixture is spread evenly in the dish. Bake in preheated oven for 45 minutes. """	[46, 273]
242043	"""Roasted Eggplant Sandwiches"""	"[""Set oven rack about 6 inches from the heat source and preheat the oven's broiler."", ""Brush olive oil over both sides of each eggplant slice. Arrange eggplant slices onto a baking sheet."", ""Cook eggplant slices under the broiler until tender and lightly browned, about 5 minutes per side."", ""Toast split rolls under the broiler, cut sides up, until lightly browned, 2 to 3 minutes."", ""Stir yogurt, cheese, and garlic together in a small bowl until smooth; spread onto the rolls. Divide eggplant slices between the rolls; add tomato slices and basil to complete sandwiches.""]"	"""Set oven rack about 6 inches from the heat source and preheat the oven's broiler. Brush olive oil over both sides of each eggplant slice. Arrange eggplant slices onto a baking sheet. Cook eggplant slices under the broiler until tender and lightly browned, about 5 minutes per side. Toast split rolls under the broiler, cut sides up, until lightly browned, 2 to 3 minutes. Stir yogurt, cheese, and garlic together in a small bowl until smooth; spread onto the rolls. Divide eggplant slices between the rolls; add tomato slices and basil to complete sandwiches. """	[81, 182, 281, 371]
247314	"""California Turkey Burger"""	"[""Heat grill to 400 degrees F."", ""Gently combine ground turkey, salt and pepper. Shape into 4 patties."", ""Cook turkey patties as specified on the package. Always cook to well done, 165 degrees F as measured by a meat thermometer."", ""Serve burgers topped with cheese, arugula, tomato and avocado.""]"	"""Heat grill to 400 degrees F. Gently combine ground turkey, salt and pepper. Shape into 4 patties. Cook turkey patties as specified on the package. Always cook to well done, 165 degrees F as measured by a meat thermometer. Serve burgers topped with cheese, arugula, tomato and avocado. """	[28, 97, 221]
12603	"""Easy Egg Tarts"""	"[""Preheat oven to 400 degrees F (200 degrees C)."", ""Dissolve sugar in water. Beat in eggs."", ""Divide into tartlet shells and bake at 400 degrees F (200 degrees C) for 20 minutes.""]"	"""Preheat oven to 400 degrees F (200 degrees C). Dissolve sugar in water. Beat in eggs. Divide into tartlet shells and bake at 400 degrees F (200 degrees C) for 20 minutes. """	[46, 85]
256467	"""Salted Caramel Pumpkin Latte"""	"[""In a small skillet, stir together Stevia In The Raw and 1 teaspoon water to dissolve stevia."", ""Add butter and cook over medium heat, stirring occasionally, until deep brown bits form on the bottom of the pan. Remove from heat and stir in cream, pumpkin, vanilla, salt, and spice."", ""Heat milk until steaming, then add coffee and pumpkin caramel mixture, and stir to combine."", ""If desired, top with whipped cream and sprinkle with pumpkin pie spice.""]"	"""In a small skillet, stir together Stevia In The Raw and 1 teaspoon water to dissolve stevia. Add butter and cook over medium heat, stirring occasionally, until deep brown bits form on the bottom of the pan. Remove from heat and stir in cream, pumpkin, vanilla, salt, and spice. Heat milk until steaming, then add coffee and pumpkin caramel mixture, and stir to combine. If desired, top with whipped cream and sprinkle with pumpkin pie spice. """	[92, 277, 369]
15691	"""Christmas Cranberry Salad"""	"[""Mix together the cranberries and sugar; cover and refrigerate overnight."", ""The next day, combine the cranberry mixture with the pineapple, marshmallows, pecans and whipped cream. Mix well."", ""Pour into a 3 quart dish, cover and refrigerate or freeze until ready to serve.""]"	"""Mix together the cranberries and sugar; cover and refrigerate overnight. The next day, combine the cranberry mixture with the pineapple, marshmallows, pecans and whipped cream. Mix well. Pour into a 3 quart dish, cover and refrigerate or freeze until ready to serve. """	[72, 186]
272690	"""Low-Carb Pizza Crust"""	"[""Preheat the oven to 375 degrees F (190 degrees C). Line 2 cookie sheets with parchment paper."", ""Mix zucchini with eggs, mozzarella, Parmesan, wheat bran, olive oil, Italian seasoning, and garlic until combined."", ""Scoop about 1 cup of the mixture onto the parchment paper and spread into a 6-inch circle using your fingers or a spatula. Repeat with remaining zucchini mixture."", ""Bake in the preheated oven until lightly browned on top, about 25 minutes.""]"	"""Preheat the oven to 375 degrees F (190 degrees C). Line 2 cookie sheets with parchment paper. Mix zucchini with eggs, mozzarella, Parmesan, wheat bran, olive oil, Italian seasoning, and garlic until combined. Scoop about 1 cup of the mixture onto the parchment paper and spread into a 6-inch circle using your fingers or a spatula. Repeat with remaining zucchini mixture. Bake in the preheated oven until lightly browned on top, about 25 minutes. """	[93, 208, 371]
240247	"""Cranberry Gravy"""	"[""Whisk water and cornstarch together in a bowl until smooth."", ""Combine cranberry sauce, turkey drippings, curry powder, thyme, anise seed, cardamom, and orange zest in a small saucepan; cook, stirring occasionally, over medium heat for about 5 minutes."", ""Stir cornstarch mixture to remove any lumps and pour into cranberry mixture. Reduce heat to medium-low and cook, stirring occasionally, until gravy is thickened, 5 to 10 minutes.""]"	"""Whisk water and cornstarch together in a bowl until smooth. Combine cranberry sauce, turkey drippings, curry powder, thyme, anise seed, cardamom, and orange zest in a small saucepan; cook, stirring occasionally, over medium heat for about 5 minutes. Stir cornstarch mixture to remove any lumps and pour into cranberry mixture. Reduce heat to medium-low and cook, stirring occasionally, until gravy is thickened, 5 to 10 minutes. """	[59, 249]
281951	"""Healthy Pumpkin-Bran Muffins"""	"[""Preheat the oven to 425 degrees F (220 degrees C). Spray a 12-cup muffin tin with cooking spray or line with paper liners."", ""Combine oat bran, flour, brown sugar, baking powder, pumpkin pie spice, baking soda, and salt in a bowl and mix thoroughly."", ""Combine milk, molasses, egg, vegetable oil, and vanilla extract in a separate bowl and mix well. Stir into dry ingredients until just moistened. Add pumpkin puree and mix just enough to evenly distribute; do not overstir."", ""Spoon batter into the prepared muffin cups, filling each 3/4 full."", ""Bake in the preheated oven until golden brown, 15 to 17 minutes.""]"	"""Preheat the oven to 425 degrees F (220 degrees C). Spray a 12-cup muffin tin with cooking spray or line with paper liners. Combine oat bran, flour, brown sugar, baking powder, pumpkin pie spice, baking soda, and salt in a bowl and mix thoroughly. Combine milk, molasses, egg, vegetable oil, and vanilla extract in a separate bowl and mix well. Stir into dry ingredients until just moistened. Add pumpkin puree and mix just enough to evenly distribute; do not overstir. Spoon batter into the prepared muffin cups, filling each 3/4 full. Bake in the preheated oven until golden brown, 15 to 17 minutes. """	[122, 246, 468, 535]
16014	"""Mussels Marinara di Amore"""	"[""In a large skillet over medium heat, warm oil and saute garlic until transparent."", ""Add tomatoes, oregano, basil and red pepper flakes to skillet; reduce heat to low to simmer for 5 minutes."", ""Meanwhile, bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain and reserve."", ""Add wine and mussels to skillet; cover and increase heat to high for 3 to 5 minutes or until mussel shells are open."", ""Pour over hot pasta, sprinkle with parsley and squeeze lemon wedge over all. Garnish with remaining lemon and serve.""]"	"""In a large skillet over medium heat, warm oil and saute garlic until transparent. Add tomatoes, oregano, basil and red pepper flakes to skillet; reduce heat to low to simmer for 5 minutes. Meanwhile, bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain and reserve. Add wine and mussels to skillet; cover and increase heat to high for 3 to 5 minutes or until mussel shells are open. Pour over hot pasta, sprinkle with parsley and squeeze lemon wedge over all. Garnish with remaining lemon and serve. """	[81, 188, 329, 446]
